state_id,file,owner,loc_name,pretty_file,pop_source,official_weight,pixels,coastal
37,37-Denmark.txt,DEN,Sjaelland,Denmark,wikidata/admin1,590580.0,440,1
38,38-Sweden.txt,SWE,Gävleborg,Sweden,wikidata/admin1,283113.0,3662,1
39,39-South Tyrol.txt,ITA,South Tyrol,South Tyrol,wikidata/admin1,531178.0,376,0
40,40-USSR.txt,SOV,Altai Krai,USSR,wikidata/admin1,2099186.0,7279,0
41,41-Madrid.txt,SPR,Madrid,Madrid,wikidata/admin1,7001715.0,889,0
42,42-Rhineland.txt,GER,Moselland,Rhineland,census/admin,17900000.0,701,0
43,43-Hungary.txt,HUN,Northern Hungary,Hungary,wikidata/admin1,3927658.0,908,0
44,44-Albania.txt,ALB,Central Albania,Albania,manual/2026,919511.0,422,1
45,45-Yugoslavia.txt,SER,Vojvodina,Yugoslavia,wikidata/admin1,1740230.0,348,0
46,46-Romania.txt,ROM,Muntenia,Romania,wikidata/admin1,5810435.0,1557,0
47,47-Greece.txt,GRE,Attica,Greece,wikidata/admin1,3814064.0,852,1
48,48-Bulgaria.txt,BUL,Sofia,Bulgaria,wikidata/admin1,222946.0,813,0
49,49-Turkey.txt,TUR,Ankara,Turkey,wikidata/admin1,5317215.0,1259,0
50,50-Baden.txt,GER,Württemberg,Baden,census/admin,11300000.0,888,0
51,51-Moselland.txt,GER,Rhineland,Moselland,census/admin,17900000.0,617,0
52,52-Wuttemberg.txt,GER,Oberbayern,Wuttemberg,census/admin,13400000.0,1024,0
53,53-Oberbayern.txt,GER,Niederbayern,Oberbayern,census/admin,13400000.0,871,0
54,54-Bayreuth.txt,GER,Franken,Bayreuth,census/admin,13400000.0,1051,0
55,55-Nassau.txt,GER,Hessen,Nassau,census/admin,6300000.0,1072,0
56,56-Weser-Ems.txt,GER,Weser-Ems,Weser-Ems,census/admin,8100000.0,838,1
57,57-Westfalen.txt,GER,Westfalen,Westfalen,census/admin,17900000.0,798,0
58,58-Schleswig - Holstein.txt,GER,Holstein,Schleswig - Holstein,census/admin,3000000.0,479,1
59,59-Ost - Hannover.txt,GER,Hannover,Ost - Hannover,census/admin,8100000.0,1362,1
60,60-Sud-Hannover.txt,GER,Thüringen,Sud-Hannover,census/admin,8100000.0,766,0
61,61-Mecklenburg.txt,GER,Mecklenburg,Mecklenburg,census/admin,1600000.0,607,1
62,62-Pommern.txt,GER,Vorpommern,Pommern,census/admin,1600000.0,543,0
63,63-WestPrussen.txt,POL,Hinterpommern,WestPrussen,wikidata/admin1,1622760.0,1383,1
64,64-Brandenburg.txt,GER,Brandenburg,Brandenburg,census/admin,6300000.0,1408,0
65,65-Sachsen.txt,GER,Sachsen,Sachsen,census/admin,4000000.0,815,0
66,66-Niederschlesien.txt,POL,Lower Silesia,Niederschlesien,wikidata/admin1,2915245.0,972,0
67,67-Oberschlesien.txt,POL,Upper Silesia,Oberschlesien,wikidata/admin1,4617000.0,409,0
68,68-Wartheland.txt,POL,Ostmark,Wartheland,wikidata/admin1,1020767.0,583,0
69,69-Sudatenland.txt,CZE,North Sudetenland,Sudatenland,wikidata/admin1,1101551.0,693,0
70,70-Slovakia.txt,SLO,Western Slovakia,Slovakia,wikidata/admin1,1227457.0,699,0
71,71-East Slovakia.txt,SLO,Eastern Slovakia,East Slovakia,wikidata/admin1,1588008.0,697,0
72,72-Zaolzie.txt,CZE,Trans-Olza,Zaolzie,wikidata/admin1,1189204.0,126,0
73,73-Carpathian Ruthenia.txt,UKR,Carpathian Ruthenia,Carpathian Ruthenia,wikidata/admin1,1244476.0,477,0
74,74-East Sudatenland.txt,CZE,Sudeten Silesia,East Sudatenland,wikidata/admin1,1189204.0,326,0
75,75-Moravia.txt,CZE,Moravia,Moravia,wikidata/admin1,1229343.0,604,0
76,76-Northern Transylvania.txt,ROM,North Transylvania,Northern Transylvania,wikidata/admin1,1945797.0,1582,0
77,77-Dobrogea.txt,BUL,Dobrudja,Dobrogea,manual/2026,250000.0,244,0
78,78-Bessarabia.txt,MOL,Bessarabia,Bessarabia,country-wpp2026,0.0,1191,0
79,79-moldovia.txt,ROM,Moldova,moldovia,wikidata/admin1,4058640.0,1644,0
80,80-Bocovina.txt,UKR,Bucovina,Bocovina,wikidata/admin1,890457.0,197,0
81,81-Oltenia.txt,ROM,Oltenia,Oltenia,wikidata/admin1,1873607.0,874,0
82,82-Banat.txt,ROM,Banat,Banat,wikidata/admin1,1307264.0,693,0
83,83-crisana.txt,ROM,Crisana,crisana,wikidata/admin1,881965.0,358,0
84,84-Transylvania.txt,ROM,Transylvania,Transylvania,wikidata/admin1,3111823.0,1084,0
85,85-Danzig.txt,POL,Danzig,Danzig,wikidata/admin1,2300000.0,120,1
86,86-Poznan.txt,POL,Poznań,Poznan,wikidata/admin1,3495470.0,907,0
87,87-Lodz.txt,POL,Łódz,Lodz,wikidata/admin1,2508464.0,765,0
88,88-Kielce.txt,POL,Kraków,Kielce,wikidata/admin1,186894.0,1556,0
89,89-Krakow.txt,UKR,Stanisławów,Krakow,wikidata/admin1,1351822.0,827,0
90,90-Lwow.txt,POL,Kielce,Lwow,wikidata/admin1,186894.0,749,0
91,91-Tarnopol.txt,UKR,Lwów,Tarnopol,wikidata/admin1,2478133.0,1118,0
92,92-Lublin.txt,POL,Lublin,Lublin,wikidata/admin1,2151836.0,988,0
93,93-Volhynian.txt,UKR,Wołyn,Volhynian,wikidata/admin1,2163140.0,1209,0
94,94-Polesie.txt,BLR,Polesie,Polesie,wikidata/admin1,1290628.0,1927,0
95,95-Nowogrodek.txt,BLR,Nowogródek,Nowogrodek,wikidata/admin1,976218.0,1245,0
96,96-Wilejka.txt,BLR,Wilejka,Wilejka,wikidata/admin1,1454737.0,946,0
97,97-Bialystok.txt,POL,Białystok,Bialystok,wikidata/admin1,1193348.0,950,0
98,98-Mazurskie.txt,POL,Płock,Mazurskie,wikidata/admin1,5492000.0,913,0
99,99-Jutland.txt,DEN,Jutland,Jutland,wikidata/admin1,1917493.0,1276,1
100,100-Iceland.txt,ICE,Iceland,Iceland,country-wpp2026,0.0,7668,1
101,101-Greenland.txt,GRN,Greenland,Greenland,country-wpp2026,0.0,36047,1
102,102-North-Eastern Slovenia.txt,SLV,North Slovenia,North-Eastern Slovenia,manual/2026,1200000.0,388,0
103,103-Croatia.txt,CRO,Dalmatia,Croatia,manual/2026,700000.0,810,1
104,104-Bosnia.txt,BOS,Bosnia,Bosnia,wikidata/admin1,2219220.0,1424,0
105,105-Montenegro.txt,MNT,Montenegro,Montenegro,country-wpp2026,0.0,477,1
106,106-Macedonia.txt,MAC,Macedonia,Macedonia,manual/2026,1800000.0,551,0
107,107-Kosavo.txt,SER,Serbia,Kosavo,manual/2026,1680000.0,627,0
108,108-Eastern Serbia.txt,SER,Morava,Eastern Serbia,manual/2026,2200000.0,847,0
109,109-Eastern Croatia.txt,CRO,Croatia,Eastern Croatia,manual/2026,700000.0,922,0
110,110-Norway.txt,NOR,Oslofjord,Norway,wikidata/admin1,1764437.0,779,1
111,111-Uusima.txt,FIN,Uusimaa,Uusima,wikidata/admin1,1799629.0,867,1
112,112-Lisbon.txt,POR,Lisbon,Lisbon,wikidata/admin1,2135992.0,381,1
113,113-Ireland.txt,IRE,Leinster,Ireland,wikidata/admin1,2630720.0,938,1
114,114-Sardinia.txt,ITA,Sardinia,Sardinia,wikidata/admin1,1628384.0,749,1
115,115-Sicily.txt,ITA,Sicily,Sicily,wikidata/admin1,4983478.0,745,1
116,116-Malta.txt,MLT,Malta,Malta,wikidata/admin1,7087.0,30,1
117,117-Napoli.txt,ITA,Campania,Napoli,wikidata/admin1,5786373.0,724,1
118,118-Gibralter.txt,ENG,Gibraltar,Gibralter,census/admin,34000.0,24,1
119,119-Northern Ireland.txt,ENG,Northern Ireland,Northern Ireland,census/admin,1910000.0,645,1
120,120-Scottish Highlands.txt,ENG,Scottish Highlands,Scottish Highlands,census/admin,400000.0,1893,1
121,121-Scottish Lowlands.txt,ENG,Lothian,Scottish Lowlands,census/admin,2200000.0,554,1
122,122-Wales.txt,ENG,Wales,Wales,census/admin,3100000.0,873,1
123,123-Cornwall.txt,ENG,South-West England,Cornwall,census/admin,570000.0,579,1
124,124-Gotland.txt,SWE,Gotland,Gotland,wikidata/admin1,60724.0,268,1
125,125-East Anglia.txt,ENG,East Anglia,East Anglia,census/admin,6400000.0,653,1
126,126-Greater London Area.txt,ENG,Greater London Area,Greater London Area,census/admin,9800000.0,369,1
127,127-South-east England.txt,ENG,Sussex,South-east England,census/admin,1800000.0,539,1
128,128-West Midlands.txt,ENG,West Midlands,West Midlands,census/admin,6000000.0,573,0
129,129-East Midlands.txt,ENG,East Midlands,East Midlands,census/admin,4900000.0,670,0
130,130-Yorkshire.txt,ENG,Yorkshire,Yorkshire,census/admin,5500000.0,788,1
131,131-Northern England.txt,ENG,Northumberland,Northern England,census/admin,2700000.0,300,1
132,132-North-west England.txt,ENG,Lancashire,North-west England,census/admin,7500000.0,309,1
133,133-Strathclyde.txt,ENG,Lanark,Strathclyde,census/admin,1800000.0,741,1
134,134-Connaught.txt,IRE,Connaught,Connaught,wikidata/admin1,589338.0,1071,0
135,135-Munster.txt,IRE,Munster,Munster,wikidata/admin1,1246088.0,1075,0
136,136-Aberdeenshire.txt,ENG,Aberdeenshire,Aberdeenshire,census/admin,580000.0,824,0
137,137-Crimea.txt,UKR,Crimea,Crimea,wikidata/admin1,1957801.0,939,1
138,138-Skane.txt,SWE,Skåne,Skane,wikidata/admin1,1433725.0,949,1
139,139-Smaland.txt,SWE,Småland,Smaland,wikidata/admin1,817164.0,1411,0
140,140-Vaster Gotland.txt,SWE,Västergötland,Vaster Gotland,wikidata/admin1,60724.0,1069,1
141,141-Sodermanland.txt,SWE,Södermanland,Sodermanland,wikidata/admin1,300291.0,1996,1
142,142-Vestlandet.txt,NOR,Vestlandet,Vestlandet,wikidata/admin1,633117.0,3921,1
143,143-Midt-Noreg.txt,NOR,Trøndelag,Midt-Noreg,wikidata/admin1,464060.0,2696,1
144,144-Nord-Noreg.txt,NOR,Nordland,Nord-Noreg,wikidata/admin1,243385.0,1865,1
145,145-Aland.txt,FIN,Åland,Aland,wikidata/admin1,30836.0,136,1
146,146-Karelia.txt,SOV,Karelian Isthmus,Karelia,wikidata/admin1,518950.0,1753,0
147,147-Salla.txt,SOV,Salla,Salla,wikidata/admin1,518950.0,578,0
148,148-Lappi.txt,FIN,Lappi,Lappi,wikidata/admin1,360178.0,8569,0
149,149-Vaasa.txt,FIN,Vaasa,Vaasa,wikidata/admin1,436527.0,2685,1
150,150-Kuopio.txt,FIN,Kuopio,Kuopio,wikidata/admin1,479123.0,2838,0
151,151-Eastern Swiss Alps.txt,SWI,Eastern Swiss Alps,Eastern Swiss Alps,wikidata/admin1,1527091.0,348,0
152,152-Upper Austria.txt,AUS,Upper Austria,Upper Austria,wikidata/admin1,1535519.0,544,0
153,153-Tyrol.txt,AUS,Tyrol,Tyrol,wikidata/admin1,777660.0,757,0
154,154-Southern plain.txt,HUN,Transtisza,Southern plain,wikidata/admin1,2076674.0,885,0
155,155-Western Hungary.txt,HUN,North Transdanubia,Western Hungary,wikidata/admin1,1771106.0,901,0
156,156-Calabria.txt,ITA,Calabria,Calabria,wikidata/admin1,1947131.0,460,1
157,157-Abruzzo.txt,ITA,Abruzzo,Abruzzo,wikidata/admin1,1308451.0,871,1
158,158-Piedmont.txt,ITA,Piedmont,Piedmont,wikidata/admin1,4341375.0,1273,1
159,159-Lombardy.txt,ITA,Lombardy,Lombardy,wikidata/admin1,10067494.0,735,0
160,160-Veneto.txt,ITA,Veneto,Veneto,wikidata/admin1,4869830.0,715,1
161,161-Emilia Romagna.txt,ITA,Emilia Romagna,Emilia Romagna,wikidata/admin1,4459477.0,748,1
162,162-Tuscany.txt,ITA,Tuscany,Tuscany,wikidata/admin1,3729641.0,867,1
163,163-Dalmatia.txt,CRO,Zadar,Dalmatia,wikidata/admin1,159766.0,121,1
164,164-Dodecanese.txt,GRE,Dodecanese,Dodecanese,manual/2026,200000.0,76,1
165,165-Catalonia.txt,SPR,Catalonia,Catalonia,wikidata/admin1,8034743.0,1031,1
166,166-Western Aragon.txt,SPR,Western Aragón,Western Aragon,wikidata/admin1,1347834.0,781,0
167,167-Valencia.txt,SPR,Valencia,Valencia,wikidata/admin1,5316541.0,621,1
168,168-Murcia.txt,SPR,Murcia,Murcia,wikidata/admin1,1586989.0,788,1
169,169-Sevilla.txt,SPR,Sevilla,Sevilla,wikidata/admin1,1967746.0,904,1
170,170-Extremadura.txt,SPR,Extremadura,Extremadura,wikidata/admin1,1052790.0,1209,0
171,171-Galicia.txt,SPR,Galicia,Galicia,wikidata/admin1,2703353.0,996,1
172,172-Navarre.txt,SPR,Navarra,Navarre,wikidata/admin1,678338.0,336,0
173,173-Granada.txt,SPR,Granada,Granada,wikidata/admin1,937135.0,789,1
174,174-Leon.txt,SPR,León,Leon,wikidata/admin1,446445.0,810,0
175,175-Ciudad Real.txt,SPR,Ciudad Real,Ciudad Real,wikidata/admin1,492640.0,600,0
176,176-Burgos.txt,SPR,Burgos,Burgos,wikidata/admin1,358948.0,835,0
177,177-Balearic Islands.txt,SPR,Islas Baleares,Balearic Islands,wikidata/admin1,1176659.0,157,1
178,178-Canary islands.txt,SPR,Islas Canarias,Canary islands,wikidata/admin1,2228862.0,195,1
179,179-Beja.txt,POR,Beja,Beja,manual/2026,140000.0,632,1
180,180-Porto.txt,POR,Porto,Porto,wikidata/admin1,1817172.0,546,1
181,181-Guarda.txt,POR,Guarda,Guarda,wikidata/admin1,39103.0,577,0
182,182-Crete.txt,GRE,Crete,Crete,wikidata/admin1,624408.0,250,1
183,183-Cyprus.txt,CYP,Cyprus,Cyprus,country-wpp2026,0.0,138,1
184,184-Thrace.txt,GRE,Thrace,Thrace,wikidata/admin1,562201.0,441,0
185,185-Epirus.txt,GRE,Epirus,Epirus,wikidata/admin1,319991.0,961,1
186,186-Peloponnese.txt,GRE,Peloponnese,Peloponnese,wikidata/admin1,539535.0,649,1
187,187-Aegean Islands.txt,GRE,Aegean Islands,Aegean Islands,wikidata/admin1,327820.0,276,1
188,188-Memel.txt,LIT,Memel,Memel,wikidata/admin1,336104.0,142,1
189,189-Kaunas.txt,LIT,Žemaitija,Kaunas,wikidata/admin1,580333.0,671,1
190,190-Kurzeme.txt,LAT,Kurzeme,Kurzeme,wikidata/admin1,32450.0,719,1
191,191-Tartu.txt,EST,Tartu,Tartu,wikidata/admin1,162390.0,593,0
192,192-Odessa.txt,UKR,Odessa,Odessa,wikidata/admin1,2351392.0,446,1
193,193-Kiev.txt,UKR,Chernigov,Kiev,wikidata/admin1,959315.0,1315,0
194,194-Pinsk Marches.txt,BLR,Mozyr,Pinsk Marches,wikidata/admin1,1316666.0,1199,0
195,195-Leningrad Area.txt,SOV,Leningrad,Leningrad Area,wikidata/admin1,5652922.0,465,1
196,196-Kherson.txt,UKR,Kherson,Kherson,wikidata/admin1,1001598.0,432,0
197,197-Mykolaiv.txt,UKR,Mykolaiv,Mykolaiv,wikidata/admin1,1091821.0,563,0
198,198-Vinnytsia.txt,UKR,Vinnytsia,Vinnytsia,wikidata/admin1,1509515.0,863,0
199,199-Khmelnytskyi.txt,UKR,Proskuriv,Khmelnytskyi,wikidata/admin1,1228829.0,727,0
200,200-Rivne.txt,UKR,Zaporozhe,Rivne,wikidata/admin1,1141784.0,358,0
201,201-Zhytomyr.txt,UKR,Zhytomyr,Zhytomyr,wikidata/admin1,1179032.0,1280,0
202,202-Western Kiev.txt,UKR,Kiev,Western Kiev,wikidata/admin1,4747380.0,1094,0
203,203-Cherkasy.txt,UKR,Cherkasy,Cherkasy,wikidata/admin1,1160744.0,1394,0
204,204-Brest.txt,BLR,Bobruysk,Brest,wikidata/admin1,962053.0,954,0
205,205-Hrodna.txt,SOV,Kaluga,Hrodna,wikidata/admin1,1000980.0,1382,0
206,206-Minsk.txt,BLR,Minsk,Minsk,wikidata/admin1,1995091.0,1112,0
207,207-Viciebsk.txt,BLR,Vitebsk,Viciebsk,wikidata/admin1,1060687.0,1431,0
208,208-Pskov.txt,SOV,Luga,Pskov,wikidata/admin1,574480.0,1122,0
209,209-Smolensk.txt,SOV,Pskov,Smolensk,wikidata/admin1,863987.0,1353,0
210,210-Bryansk.txt,SOV,Nevel,Bryansk,wikidata/admin1,1132795.0,1560,0
211,211-Burgas.txt,BUL,Burgas,Burgas,wikidata/admin1,388919.0,839,1
212,212-Plovdiv.txt,BUL,Plovdiv,Plovdiv,wikidata/admin1,638290.0,1036,0
213,213-Murmansk.txt,SOV,Murmansk,Murmansk,wikidata/admin1,656438.0,11414,1
214,214-Arkhangelsk.txt,SOV,Arkhangelsk,Arkhangelsk,wikidata/admin1,989434.0,8227,1
215,215-Eastern Karelia.txt,SOV,Onega,Eastern Karelia,wikidata/admin1,518950.0,7056,0
216,216-Below Zero.txt,SOV,Olonets,Below Zero,wikidata/admin1,518950.0,1967,0
217,217-Stalingrad Area.txt,SOV,Stalingrad,Stalingrad Area,wikidata/admin1,2434046.0,1307,0
218,218-Rostov Area.txt,SOV,Rostov,Rostov Area,wikidata/admin1,4137335.0,799,1
219,219-Moscow Area.txt,SOV,Moscow,Moscow Area,wikidata/admin1,13274285.0,2249,0
220,220-Kursk Area.txt,SOV,Kursk,Kursk Area,wikidata/admin1,1049783.0,1220,0
221,221-Kharkov.txt,UKR,Kharkov,Kharkov,wikidata/admin1,2598961.0,1138,0
222,222-Orel.txt,SOV,Orel,Orel,wikidata/admin1,692486.0,1111,0
223,223-tula.txt,SOV,Tula,tula,wikidata/admin1,1471140.0,1163,0
224,224-Bryansk.txt,SOV,Bryansk,Bryansk,wikidata/admin1,1132795.0,1541,0
225,225-Glukhov.txt,UKR,Sumy,Glukhov,wikidata/admin1,1035772.0,946,0
226,226-Nikopol.txt,UKR,Dnipropetrovsk,Nikopol,wikidata/admin1,3096485.0,1184,0
227,227-Stalino.txt,UKR,Stalino,Stalino,wikidata/admin1,4200461.0,690,0
228,228-Taganrog.txt,UKR,Voroshilovgrad,Taganrog,wikidata/admin1,2167802.0,931,0
229,229-baku.txt,AZR,Azerbaijan,baku,wikidata/admin1,2300500.0,2351,0
230,230-Armenia.txt,ARM,Armenia,Armenia,country-wpp2026,0.0,1012,0
231,231-Georgia.txt,GEO,Georgia,Georgia,country-wpp2026,0.0,1492,1
232,232-Grozny.txt,SOV,Dagestan,Grozny,wikidata/admin1,3232224.0,1887,0
233,233-Caucasus Mountains.txt,SOV,Sochi,Caucasus Mountains,wikidata/admin1,5842238.0,753,0
234,234-Krasodar.txt,SOV,Krasnodar,Krasodar,wikidata/admin1,5842238.0,2515,1
235,235-Stravropol.txt,SOV,Stavropol,Stravropol,wikidata/admin1,2884363.0,2244,0
236,236-Astrakhan.txt,SOV,Astrakhan,Astrakhan,wikidata/admin1,946429.0,1412,0
237,237-Elista.txt,SOV,Kalmykia,Elista,wikidata/admin1,267588.0,2917,0
238,238-volgodonsk.txt,SOV,Volgodonsk,volgodonsk,wikidata/admin1,4137335.0,1629,0
239,239-Saratov.txt,SOV,Saratov,Saratov,wikidata/admin1,2369405.0,1937,0
240,240-Voronezh.txt,SOV,Belgorod,Voronezh,wikidata/admin1,2260045.0,1097,0
241,241-Pochep.txt,BLR,Gomel,Pochep,wikidata/admin1,1316666.0,1121,0
242,242-Smolensk.txt,SOV,Smolensk,Smolensk,wikidata/admin1,863987.0,1489,0
243,243-Roslavl.txt,SOV,Roslavl,Roslavl,wikidata/admin1,1187558.0,820,0
244,244-Gatchina.txt,SOV,Volkhov,Gatchina,wikidata/admin1,2035762.0,943,0
245,245-Donetsk.txt,SOV,Millerovo,Donetsk,wikidata/admin1,4137335.0,1797,0
246,246-Rzhev.txt,SOV,Rzhev,Rzhev,wikidata/admin1,1190574.0,2746,0
247,247-Tver.txt,SOV,Kalinin,Tver,wikidata/admin1,1190574.0,1696,0
248,248-Yaroslavl.txt,SOV,Yaroslavl,Yaroslavl,wikidata/admin1,1187558.0,2332,0
249,249-Kazan.txt,SOV,Kazan,Kazan,wikidata/admin1,4003016.0,3345,0
250,250-ulyanovsky.txt,SOV,Ulyanovsky,ulyanovsky,wikidata/admin1,1172782.0,2086,0
251,251-Samara.txt,SOV,Kuybyshev,Samara,wikidata/admin1,3112566.0,2269,0
252,252-Nizhny Novogrod.txt,SOV,Gorky,Nizhny Novogrod,wikidata/admin1,3039421.0,3459,0
253,253-Ivanovo.txt,SOV,Ivanovo,Ivanovo,wikidata/admin1,905900.0,2627,0
254,254-Ryazan.txt,SOV,Ryazan,Ryazan,wikidata/admin1,1043231.0,1931,0
255,255-Penza.txt,SOV,Penza,Penza,wikidata/admin1,1213113.0,2738,0
256,256-Cheboksary.txt,SOV,Chuvashia,Cheboksary,wikidata/admin1,1167061.0,936,0
257,257-Livny.txt,SOV,Tambov,Livny,wikidata/admin1,956292.0,1517,0
258,258-lipetsk.txt,SOV,Lipetsk,lipetsk,wikidata/admin1,1125921.0,1088,0
259,259-Liski.txt,UKR,Poltava,Liski,wikidata/admin1,1352283.0,1070,0
260,260-Borisoglbsk.txt,SOV,Voronezh,Borisoglbsk,wikidata/admin1,2260045.0,2007,0
261,261-USA.txt,USA,Ohio,USA,census/admin,11883304.0,3455,0
262,262-Torzhok.txt,SOV,Pechora,Torzhok,wikidata/admin1,714785.0,12960,0
263,263-Veliky Novogrod.txt,SOV,Novgorod,Veliky Novogrod,wikidata/admin1,566960.0,1772,0
264,264-Tikhvin.txt,SOV,Tikhvin,Tikhvin,wikidata/admin1,2035762.0,2976,0
265,265-Mikhaylovka.txt,SOV,Mikhaylovka,Mikhaylovka,wikidata/admin1,2434046.0,1872,0
266,266-Persia.txt,PER,Tehran,Persia,wikidata/admin1,13422366.0,1740,0
267,267-Afghanistan.txt,AFG,Kabul,Afghanistan,wikidata/admin1,5766181.0,2394,0
268,268-French Somaliland.txt,DJI,French Somaliland,French Somaliland,country-wpp2026,0.0,454,1
269,269-British Somaliland.txt,SML,Somaliland,British Somaliland,country-wpp2026,0.0,3601,1
270,270-Pitcarin Island.txt,ENG,Pitcairn Island,Pitcarin Island,manual/2026,50.0,152,1
271,271-ethiopia.txt,ETH,Shewa,ethiopia,wikidata/admin1,2350000.0,2535,0
272,272-French Africa.txt,SEN,Senegal,French Africa,country-wpp2026,0.0,4002,1
273,273-Italian Africa.txt,LNA,Libyan Desert,Italian Africa,manual/2026,80000.0,33851,0
274,274-British Africa.txt,GHA,Ghana,British Africa,country-wpp2026,0.0,4790,1
275,275-South Africa.txt,SAF,Transvaal,South Africa,manual/2026,22000000.0,11634,0
276,276-Canada.txt,CAN,Southern Ontario,Canada,wikidata/admin1,14223942.0,4626,0
277,277-Mexico.txt,MEX,Mexico City,Mexico,wikidata/admin1,9209944.0,2170,0
278,278-Argentina.txt,ARG,Buenos Aires,Argentina,wikidata/admin1,17523996.0,8603,1
279,279-Chile.txt,CHL,Santiago,Chile,wikidata/admin1,7400741.0,2666,1
280,280-Brazil.txt,BRA,Mato Grosso,Brazil,census/admin,3800000.0,17854,0
281,281-India.txt,MLD,Maldives,India,country-wpp2026,0.0,394,1
282,282-Japan.txt,JAP,Kanto,Japan,census/admin,43000000.0,926,1
283,283-China.txt,CHI,Gansu,China,census/admin,24650000.0,3074,0
284,284-New Zealand.txt,NZL,Wellington,New Zealand,wikidata/admin1,543400.0,1278,1
285,285-Austraila.txt,AST,New South Wales,Austraila,wikidata/admin1,8545100.0,15350,1
286,286-Indochina.txt,VIN,South Annam,Indochina,manual/2026,18000000.0,2183,1
287,287-Sinkiang.txt,CHI,Taklamakan,Sinkiang,census/admin,25980000.0,7314,0
288,288-Magwe.txt,BRM,Magwe,Magwe,manual/2026,3900000.0,1623,0
289,289-Western Siam.txt,SIA,Western Siam,Western Siam,manual/2026,3000000.0,1642,0
290,290-Spanish Africa.txt,MOR,Spanish Africa,Spanish Africa,manual/2026,4000000.0,569,0
291,291-Iraq.txt,IRQ,Baghdad,Iraq,wikidata/admin1,9780429.0,2197,0
292,292-Saudi Arabia.txt,SAU,Nejd,Saudi Arabia,wikidata/admin1,6777146.0,7965,0
