state_id,file,owner_2026,loc_name,manpower,civs,mils,docks,infra,finance,services,renewable,extra_slots,category,pop_source,oil,coal,steel,aluminium,tungsten,chromium,copper,graphite,lithium,cobalt,rare_earths,rubber
50,50-Baden.txt,GER,Württemberg,9556995,3,0,0,5,0,1,1,1,city,census/admin,1,0,0,1,0,0,0,0,0,0,0,0
51,51-Moselland.txt,GER,Rhineland,6071972,7,1,0,5,0,2,1,7,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
52,52-Wuttemberg.txt,GER,Oberbayern,6071225,5,1,0,5,0,2,1,5,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
53,53-Oberbayern.txt,GER,Niederbayern,3286245,2,1,0,5,0,1,0,1,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
54,54-Bayreuth.txt,GER,Franken,6231307,1,2,0,5,0,1,1,1,city,census/admin,0,0,0,1,0,0,0,0,0,0,0,0
55,55-Nassau.txt,GER,Hessen,7329052,2,0,0,5,0,1,1,0,city,census/admin,0,0,0,1,0,0,0,0,0,0,0,0
56,56-Weser-Ems.txt,GER,Weser-Ems,1730936,0,0,0,5,0,0,0,0,town,census/admin,0,0,1,0,0,0,0,0,0,0,0,0
57,57-Westfalen.txt,GER,Westfalen,7853215,4,2,0,5,0,2,1,5,city,census/admin,1,3,4,1,0,0,0,0,0,0,0,0
58,58-Schleswig - Holstein.txt,GER,Holstein,2969311,0,0,2,5,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
59,59-Ost - Hannover.txt,GER,Hannover,4923253,0,1,0,5,0,1,1,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
60,60-Sud-Hannover.txt,GER,Thüringen,2768878,0,1,0,5,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
61,61-Mecklenburg.txt,GER,Mecklenburg,982467,0,0,0,5,0,0,0,0,town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
62,62-Pommern.txt,GER,Vorpommern,878879,0,0,0,5,0,0,0,0,town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
63,63-WestPrussen.txt,POL,Hinterpommern,2121874,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
64,64-Brandenburg.txt,GER,Brandenburg,7329052,1,1,0,5,2,2,1,3,city,census/admin,0,2,0,1,0,0,0,0,0,0,0,0
65,65-Sachsen.txt,GER,Sachsen,4653366,3,1,0,5,0,1,1,3,large_town,census/admin,0,3,2,0,0,0,0,0,0,0,0,0
66,66-Niederschlesien.txt,POL,Lower Silesia,3811889,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,2,0,0,0,0,6,0,0,0,0,0
67,67-Oberschlesien.txt,POL,Upper Silesia,5702437,1,1,0,4,0,1,1,0,city,wikidata/admin1,1,2,1,0,0,0,5,0,0,0,0,0
68,68-Wartheland.txt,POL,Ostmark,1334725,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
69,69-Sudatenland.txt,CZE,North Sudetenland,2060107,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
70,70-Slovakia.txt,SLO,Western Slovakia,1924188,0,1,0,4,0,1,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
71,71-East Slovakia.txt,SLO,Eastern Slovakia,2489396,1,1,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,1,1,0,0,0,0,0,0,0,0
72,72-Zaolzie.txt,CZE,Trans-Olza,360190,0,0,0,3,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
73,73-Carpathian Ruthenia.txt,UKR,Carpathian Ruthenia,1156389,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
74,74-East Sudatenland.txt,CZE,Sudeten Silesia,1863844,0,0,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
75,75-Moravia.txt,CZE,Moravia,2299102,1,1,0,3,0,1,0,0,large_town,wikidata/admin1,0,1,0,0,0,0,0,0,0,0,0,0
76,76-Northern Transylvania.txt,ROM,North Transylvania,1843963,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
77,77-Dobrogea.txt,BUL,Dobrudja,505102,0,0,0,3,0,0,0,0,rural,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
78,78-Bessarabia.txt,MOL,Bessarabia,2496359,1,0,0,2,0,0,0,0,large_town,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
79,79-moldovia.txt,ROM,Moldova,3846229,1,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,0,0,1,0,0,0,0,0,0,0,0
80,80-Bocovina.txt,UKR,Bucovina,827428,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
81,81-Oltenia.txt,ROM,Oltenia,1775551,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
82,82-Banat.txt,ROM,Banat,1238847,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
83,83-crisana.txt,ROM,Crisana,835807,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
84,84-Transylvania.txt,ROM,Transylvania,2948964,1,0,0,2,0,1,0,0,large_town,wikidata/admin1,1,0,0,1,0,0,0,0,0,0,0,0
85,85-Danzig.txt,POL,Danzig,29713,0,0,0,3,0,0,0,2,wasteland,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
86,86-Poznan.txt,POL,Poznań,4570575,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
87,87-Lodz.txt,POL,Łódz,3279995,1,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
88,88-Kielce.txt,POL,Kraków,218128,0,1,0,4,0,0,0,1,rural,wikidata/admin1,0,1,0,0,0,0,0,0,0,0,0,0
89,89-Krakow.txt,UKR,Stanisławów,1256137,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
90,90-Lwow.txt,POL,Kielce,26250,0,1,0,3,0,0,0,3,wasteland,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
91,91-Tarnopol.txt,UKR,Lwów,2302725,0,0,0,1,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
92,92-Lublin.txt,POL,Lublin,2813678,1,1,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
93,93-Volhynian.txt,UKR,Wołyn,2010027,0,0,0,1,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
94,94-Polesie.txt,BLR,Polesie,1111988,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
95,95-Nowogrodek.txt,BLR,Nowogródek,841096,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
96,96-Wilejka.txt,BLR,Wilejka,1253382,0,0,0,2,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
97,97-Bialystok.txt,POL,Białystok,1560387,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
98,98-Mazurskie.txt,POL,Płock,1988450,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
99,99-Jutland.txt,DEN,Jutland,3018702,2,1,0,5,0,1,1,2,large_town,wikidata/admin1,2,0,0,0,0,0,0,0,0,0,0,0
100,100-Iceland.txt,ICE,Iceland,402329,1,0,0,5,0,0,0,1,rural,country-wpp2026,0,0,0,10,0,0,0,0,0,0,0,0
101,101-Greenland.txt,GRN,Greenland,55629,1,0,0,3,0,0,0,2,pastoral,country-wpp2026,0,0,0,0,0,0,0,0,0,0,0,0
102,102-North-Eastern Slovenia.txt,SLV,North Slovenia,1389469,1,0,0,5,0,0,0,0,town,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
103,103-Croatia.txt,CRO,Dalmatia,2345449,1,1,0,3,0,1,0,0,large_town,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
104,104-Bosnia.txt,BOS,Bosnia,3067012,1,2,0,3,0,0,0,0,large_town,wikidata/admin1,0,0,0,1,0,0,0,0,0,0,0,0
105,105-Montenegro.txt,MNT,Montenegro,626233,1,0,0,3,0,0,0,1,rural,country-wpp2026,0,0,0,1,0,0,0,0,0,0,0,0
106,106-Macedonia.txt,MAC,Macedonia,1788747,1,0,0,4,0,0,0,0,town,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
107,107-Kosavo.txt,SER,Serbia,1523087,0,1,0,2,0,1,0,0,town,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
108,108-Eastern Serbia.txt,SER,Morava,1994519,1,2,0,1,0,0,0,1,town,manual/2026,0,1,0,0,0,0,0,0,0,0,0,0
109,109-Eastern Croatia.txt,CRO,Croatia,190697,0,1,0,4,0,1,0,3,pastoral,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
110,110-Norway.txt,NOR,Oslofjord,2331722,2,2,0,5,1,2,1,5,large_town,wikidata/admin1,1,0,0,0,0,0,0,0,0,0,0,0
111,111-Uusima.txt,FIN,Uusimaa,1724198,1,1,0,5,0,1,1,2,town,wikidata/admin1,0,0,1,0,0,0,0,0,0,0,0,0
112,112-Lisbon.txt,POR,Lisbon,4747703,1,1,0,5,0,1,1,1,large_town,wikidata/admin1,0,0,0,0,1,0,0,0,0,0,0,0
113,113-Ireland.txt,IRE,Leinster,3155435,5,0,0,5,1,3,0,6,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
114,114-Sardinia.txt,ITA,Sardinia,1776006,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
115,115-Sicily.txt,ITA,Sicily,5435258,0,0,0,4,0,1,1,0,city,wikidata/admin1,0,0,1,0,0,0,0,0,0,0,0,0
116,116-Malta.txt,MLT,Malta,549011,1,0,0,5,0,0,0,2,small_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
117,117-Napoli.txt,ITA,Campania,6310940,1,1,2,4,0,1,1,2,city,wikidata/admin1,1,0,1,0,0,0,0,0,0,0,0,0
118,118-Gibralter.txt,ENG,Gibraltar,41843,0,0,0,4,0,0,0,2,enclave,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
119,119-Northern Ireland.txt,ENG,Northern Ireland,2350587,0,0,0,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
120,120-Scottish Highlands.txt,ENG,Scottish Highlands,492270,0,0,0,4,0,0,0,0,rural,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
121,121-Scottish Lowlands.txt,ENG,Lothian,2707482,0,0,1,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
122,122-Wales.txt,ENG,Wales,3815089,0,0,0,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
123,123-Cornwall.txt,ENG,South-West England,701484,0,0,0,4,0,0,0,0,rural,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
124,124-Gotland.txt,SWE,Gotland,43758,0,0,0,5,0,0,0,1,small_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
125,125-East Anglia.txt,ENG,East Anglia,7876313,1,0,0,4,0,1,1,0,city,census/admin,4,0,0,0,0,0,0,0,0,0,0,0
126,126-Greater London Area.txt,ENG,Greater London Area,12058675,3,0,0,5,2,2,1,2,large_city,census/admin,0,0,1,0,0,0,0,0,0,0,0,0
127,127-South-east England.txt,ENG,Sussex,2215213,0,0,0,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
128,128-West Midlands.txt,ENG,West Midlands,7384043,6,2,0,4,0,2,0,6,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
129,129-East Midlands.txt,ENG,East Midlands,6030302,1,0,0,4,0,1,0,0,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
130,130-Yorkshire.txt,ENG,Yorkshire,6768706,4,2,0,4,0,2,0,4,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
131,131-Northern England.txt,ENG,Northumberland,3322819,0,2,0,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
132,132-North-west England.txt,ENG,Lancashire,9230054,5,3,0,4,0,2,1,7,city,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
133,133-Strathclyde.txt,ENG,Lanark,2215213,0,0,1,4,0,1,0,0,large_town,census/admin,0,0,0,0,0,0,0,0,0,0,0,0
134,134-Connaught.txt,IRE,Connaught,706886,1,0,0,4,0,0,0,1,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
135,135-Munster.txt,IRE,Munster,1494629,2,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
136,136-Aberdeenshire.txt,ENG,Aberdeenshire,713791,0,0,0,4,0,0,0,0,rural,census/admin,15,0,0,0,0,0,0,0,0,0,0,0
137,137-Crimea.txt,UKR,Crimea,1819223,0,0,0,1,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
138,138-Skane.txt,SWE,Skåne,2406847,1,1,1,5,0,1,1,2,large_town,wikidata/admin1,0,0,0,0,0,0,1,0,0,0,0,0
139,139-Smaland.txt,SWE,Småland,1371804,1,0,0,5,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
140,140-Vaster Gotland.txt,SWE,Västergötland,58181,0,1,0,4,0,0,0,2,pastoral,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
141,141-Sodermanland.txt,SWE,Södermanland,504110,0,0,0,5,1,2,0,3,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
142,142-Vestlandet.txt,NOR,Vestlandet,836671,1,0,0,4,0,0,1,0,town,wikidata/admin1,50,0,0,7,0,0,0,0,0,0,0,0
143,143-Midt-Noreg.txt,NOR,Trøndelag,613260,1,0,0,4,0,0,0,1,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
144,144-Nord-Noreg.txt,NOR,Nordland,321636,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,5,0,0,0,0,0,0,0,0
145,145-Aland.txt,FIN,Åland,29544,0,0,0,5,0,0,0,1,small_island,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
146,146-Karelia.txt,SOV,Karelian Isthmus,26467,0,0,0,1,0,0,0,2,wasteland,wikidata/admin1,1,1,0,1,1,0,0,0,0,1,0,0
147,147-Salla.txt,SOV,Salla,386786,0,0,0,2,0,0,0,2,enclave,wikidata/admin1,1,1,0,1,0,0,0,0,0,0,0,0
148,148-Lappi.txt,FIN,Lappi,345081,0,0,0,5,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,16,0,0,0,0,0,0
149,149-Vaasa.txt,FIN,Vaasa,418230,0,0,0,5,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
150,150-Kuopio.txt,FIN,Kuopio,459041,0,0,0,5,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
151,151-Eastern Swiss Alps.txt,SWI,Eastern Swiss Alps,1473272,1,0,0,5,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
152,152-Upper Austria.txt,AUS,Upper Austria,2120105,1,2,0,4,0,1,0,1,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
153,153-Tyrol.txt,AUS,Tyrol,1073722,1,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
154,154-Southern plain.txt,HUN,Transtisza,2120663,1,0,0,3,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
155,155-Western Hungary.txt,HUN,North Transdanubia,1808622,0,1,0,3,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
156,156-Calabria.txt,ITA,Calabria,2123649,0,0,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
157,157-Abruzzo.txt,ITA,Abruzzo,1427070,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
158,158-Piedmont.txt,ITA,Piedmont,4734945,4,3,1,4,0,2,0,7,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
159,159-Lombardy.txt,ITA,Lombardy,10980169,6,3,0,4,0,2,1,8,city,wikidata/admin1,1,0,1,0,0,0,0,0,0,0,0,0
160,160-Veneto.txt,ITA,Veneto,5311308,3,0,0,4,0,1,0,0,city,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
161,161-Emilia Romagna.txt,ITA,Emilia Romagna,4863754,3,0,0,4,0,1,0,1,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
162,162-Tuscany.txt,ITA,Tuscany,4067754,0,1,0,4,0,1,0,0,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
163,163-Dalmatia.txt,CRO,Zadar,578843,0,0,0,3,0,0,0,2,enclave,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
164,164-Dodecanese.txt,GRE,Dodecanese,241874,0,0,0,4,0,0,0,1,small_island,manual/2026,0,0,0,0,0,0,0,0,0,0,0,0
165,165-Catalonia.txt,SPR,Catalonia,9459264,3,0,0,4,0,1,1,1,city,wikidata/admin1,0,0,1,1,0,0,1,0,0,0,0,0
166,166-Western Aragon.txt,SPR,Western Aragón,511892,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
167,167-Valencia.txt,SPR,Valencia,6259138,2,0,0,4,0,1,1,0,city,wikidata/admin1,0,0,0,0,0,0,1,0,0,0,0,0
168,168-Murcia.txt,SPR,Murcia,1868354,1,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
169,169-Sevilla.txt,SPR,Sevilla,2316618,1,2,1,4,0,1,0,2,large_town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
170,170-Extremadura.txt,SPR,Extremadura,1239445,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,1,0,0,0,0,0,0,0
171,171-Galicia.txt,SPR,Galicia,3182644,1,1,1,4,0,1,1,2,large_town,wikidata/admin1,0,0,0,0,0,0,1,0,0,0,0,0
172,172-Navarre.txt,SPR,Navarra,798604,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
173,173-Granada.txt,SPR,Granada,1103284,0,0,0,4,0,0,0,0,town,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
174,174-Leon.txt,SPR,León,525597,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
175,175-Ciudad Real.txt,SPR,Ciudad Real,579983,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
176,176-Burgos.txt,SPR,Burgos,422588,0,0,0,4,0,0,0,0,rural,wikidata/admin1,0,0,0,0,0,0,0,0,0,0,0,0
